Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
2334	56.7	40.24	1705.35	***	1802.29	9.01	***	2225	6697.25	2453	12.27
2335	59.98	53.87	1674.93	***	1788.78	8.94	***	2226	6700.26	2420	12.1
2336	58.84	54.59	1635.17	***	1748.6	8.74	***	2227	6703.27	2366	11.83
2337	58.65	52.45	1602.86	***	1713.96	8.57	***	2228	6706.28	2314	11.57
2338	60.04	58.86	1571.66	***	1690.56	8.45	***	2229	6709.29	2275	11.38
2339	56.15	58.18	1504.65	***	1618.98	8.09	***	2230	6712.3	2176	10.88
2340	52.02	53.87	1429.18	***	1535.07	7.68	***	2231	6715.31	2056	10.28
2341	53.68	47.38	1381.22	***	1482.28	7.41	***	2232	6718.32	1981	9.9
2342	53.85	49.55	1323.62	***	1427.02	7.14	***	2233	6721.33	1906	9.53
2343	49.59	41.64	1261.56	***	1352.79	6.76	***	2234	6724.34	1795	8.97
2344	51.95	55.31	1215.82	***	1323.08	6.62	***	2235	6727.35	1758	8.79
2345	51.72	48.83	1185.27	***	1285.82	6.43	***	2236	6730.36	1706	8.53
2346	45.81	42.4	1133.13	***	1221.34	6.11	***	2237	6733.37	1623	8.12
2347	42.89	53.84	1084.34	***	1181.07	5.91	***	2238	6736.38	1549	7.75
2348	45.1	44.5	1060.46	***	1150.06	5.75	***	2239	6739.39	1513	7.57
2349	42.86	45.99	1023.61	***	1112.46	5.56	***	2240	6742.4	1461	7.3
2350	43.73	47.4	986.64	***	1077.77	5.39	***	2241	6745.41	1408	7.04
2351	43.71	39.5	944.78	***	1027.99	5.14	***	2242	6748.42	1354	6.77
2352	43.04	43.1	887.16	***	973.3	4.87	***	2243	6751.43	1277	6.38
2353	42.46	35.94	836.87	***	915.27	4.58	***	2244	6754.44	1192	5.96
2354	45.71	42.42	816.64	***	904.77	4.52	***	2245	6757.45	1168	5.84
2355	44.12	45.26	782.69	***	872.07	4.36	***	2246	6760.46	1111	5.55
2356	40.03	39.53	742.44	***	822.0	4.11	***	2247	6763.47	1050	5.25
2357	39.02	35.24	708.12	***	782.38	3.91	***	2248	6766.48	990	4.95
2358	38.12	47.42	682.63	***	768.17	3.84	***	2249	6769.49	968	4.84
2359	36.38	35.22	653.08	***	724.68	3.62	***	2250	6772.5	909	4.54
2360	37.06	34.47	636.77	***	708.3	3.54	***	2251	6775.51	881	4.41
2361	34.93	47.39	606.91	***	689.23	3.45	***	2252	6778.52	847	4.24
2362	36.35	63.16	591.18	***	690.69	3.45	***	2253	6781.53	849	4.25
2363	41.35	81.05	564.27	***	686.67	3.43	***	2254	6784.54	852	4.26
2364	41.53	71.04	536.65	***	649.22	3.25	***	2255	6787.55	804	4.02
2365	39.07	44.49	509.65	***	593.21	2.97	***	2256	6790.56	721	3.6
2366	44.19	48.14	510.68	***	603.01	3.02	***	2257	6793.57	753	3.77
2367	48.86	48.85	505.77	***	603.48	3.02	***	2258	6796.58	740	3.7
2368	50.08	50.99	495.78	***	596.85	2.98	***	2259	6799.59	740	3.7
2369	48.3	43.78	468.42	***	560.5	2.8	***	2260	6802.6	693	3.46
2370	43.4	48.13	448.37	***	539.9	2.7	***	2261	6805.61	665	3.33
2371	43.39	46.65	435.89	***	525.93	2.63	***	2262	6808.62	647	3.23
2372	44.69	57.42	422.75	***	524.86	2.62	***	2263	6811.63	641	3.21
2373	41.41	52.39	415.06	***	508.86	2.54	***	2264	6814.64	617	3.08
2374	44.48	68.92	411.88	***	525.28	2.63	***	2265	6817.65	637	3.19
2375	48.4	75.33	409.81	***	533.54	2.67	***	2266	6820.66	636	3.18
2376	45.98	72.45	395.02	***	513.45	2.57	***	2267	6823.67	615	3.08
2377	40.19	66.73	377.87	***	484.79	2.42	***	2268	6826.68	573	2.87
2378	40.69	69.6	370.2	***	480.49	2.4	***	2269	6829.69	570	2.85
2379	43.0	91.08	373.8	***	507.88	2.54	***	2270	6832.7	596	2.98
2380	40.9	85.38	352.97	***	479.25	2.4	***	2271	6835.71	579	2.9
2381	39.61	78.22	344.61	***	462.44	2.31	***	2272	6838.72	567	2.83
2382	40.86	77.49	342.72	***	461.07	2.31	***	2273	6841.73	571	2.85
2383	38.68	68.95	327.76	***	435.39	2.18	***	2274	6844.74	540	2.7
2384	40.98	78.96	327.18	***	447.12	2.24	***	2275	6847.75	564	2.82
2385	41.33	98.37	322.11	***	461.81	2.31	***	2276	6850.76	574	2.87
2386	40.18	99.06	311.32	***	450.56	2.25	***	2277	6853.77	556	2.78
2387	40.45	126.27	298.83	***	465.55	2.33	***	2278	6856.78	561	2.81
2388	40.41	129.84	294.58	***	464.83	2.32	***	2279	6859.79	561	2.81
2389	38.39	136.37	275.07	***	449.83	2.25	***	2280	6862.8	531	2.65
2390	37.26	132.03	268.78	***	438.07	2.19	***	2281	6865.81	520	2.6
2391	36.65	132.04	264.92	***	433.61	2.17	***	2282	6868.82	512	2.56
2392	38.87	143.44	273.07	***	455.38	2.28	***	2283	6871.83	538	2.69
2393	39.78	144.94	278.58	***	463.3	2.32	***	2284	6874.84	552	2.76
2394	38.03	139.12	271.57	***	448.72	2.24	***	2285	6877.85	529	2.65
2395	37.33	144.18	263.89	***	445.4	2.23	***	2286	6880.86	517	2.58
2396	36.81	132.02	264.95	***	433.78	2.17	***	2287	6883.87	510	2.55
2397	37.92	136.28	269.73	***	443.93	2.22	***	2288	6886.88	526	2.63
2398	38.67	139.83	272.28	***	450.78	2.25	***	2289	6889.89	534	2.67
2399	37.98	136.28	271.33	***	445.59	2.23	***	2290	6892.9	526	2.63
2400	35.5	120.56	261.43	***	417.49	2.09	***	2291	6895.91	494	2.47
2401	34.69	110.51	259.71	***	404.91	2.02	***	2292	6898.92	482	2.41
2402	35.55	121.99	261.11	***	418.65	2.09	***	2293	6901.93	496	2.48
2403	35.99	134.86	260.05	***	430.9	2.15	***	2294	6904.94	503	2.52
2404	35.57	130.57	258.81	***	424.95	2.12	***	2295	6907.95	497	2.48
2405	37.88	154.19	263.45	***	455.52	2.28	***	2296	6910.96	522	2.61
2406	36.84	159.2	253.65	***	449.69	2.25	***	2297	6913.97	505	2.52
2407	35.58	158.52	249.12	***	443.22	2.22	***	2298	6916.98	492	2.46
2408	35.86	158.42	252.42	***	446.7	2.23	***	2299	6919.99	501	2.5
2409	37.73	174.97	258.94	***	471.64	2.36	***	2300	6923.0	526	2.63
2410	35.02	156.36	249.76	***	441.14	2.21	***	2301	6926.01	493	2.46
2411	34.71	149.95	245.23	***	429.89	2.15	***	2302	6929.02	479	2.4
2412	36.08	171.4	249.94	***	457.42	2.29	***	2303	6932.03	504	2.52
2413	37.56	144.88	250.03	***	432.47	2.16	***	2304	6935.04	481	2.4
2414	36.48	133.46	251.53	***	421.47	2.11	***	2305	6938.05	473	2.37
2415	35.17	124.83	250.46	***	410.46	2.05	***	2306	6941.06	466	2.33
2416	35.78	134.12	249.88	***	419.78	2.1	***	2307	6944.07	477	2.38
2417	38.1	171.38	259.75	***	469.23	2.35	***	2308	6947.08	526	2.63
2418	37.4	162.75	257.99	***	458.14	2.29	***	2309	6950.09	519	2.6
2419	34.8	138.41	251.79	***	425.0	2.13	***	2310	6953.1	485	2.42
2420	37.46	157.74	261.34	***	456.54	2.28	***	2311	6956.11	517	2.58
2421	37.59	163.43	256.9	***	457.92	2.29	***	2312	6959.12	514	2.57
2422	36.99	157.05	257.23	***	451.27	2.26	***	2313	6962.13	511	2.56
2423	36.17	157.76	251.91	***	445.84	2.23	***	2314	6965.14	499	2.5
2424	35.43	160.61	248.24	***	444.28	2.22	***	2315	6968.15	490	2.45
2425	35.54	162.89	245.4	***	443.83	2.22	***	2316	6971.16	488	2.44
2426	35.31	170.69	244.63	***	450.63	2.25	***	2317	6974.17	491	2.46
2427	35.98	159.26	238.85	***	434.09	2.17	***	2318	6977.18	465	2.33
2428	33.33	131.37	228.65	***	393.35	1.97	***	2319	6980.19	422	2.11
2429	39.06	134.86	235.7	***	409.62	2.05	***	2320	6983.2	436	2.18
2430	39.81	150.67	237.52	***	428.0	2.14	***	2321	6986.21	449	2.25
2431	37.73	152.04	236.22	***	425.99	2.13	***	2322	6989.22	447	2.23
2432	37.59	184.34	236.15	***	458.08	2.29	***	2323	6992.23	478	2.39
2433	38.49	199.27	240.91	***	478.67	2.39	***	2324	6995.24	501	2.5
2434	35.24	169.95	233.43	***	438.62	2.19	***	2325	6998.25	462	2.31
2435	33.79	166.42	229.39	***	429.6	2.15	***	2326	7001.26	450	2.25
2436	34.64	185.05	235.37	***	455.06	2.28	***	2327	7004.27	479	2.4
2437	36.3	194.3	240.05	***	470.65	2.35	***	2328	7007.28	497	2.48
2438	34.48	169.98	235.18	***	439.64	2.2	***	2329	7010.29	467	2.33
2439	34.43	159.27	231.76	***	425.46	2.13	***	2330	7013.3	450	2.25
2440	33.09	149.23	227.71	***	410.03	2.05	***	2331	7016.31	434	2.17
2441	33.66	158.57	230.66	***	422.89	2.11	***	2332	7019.32	448	2.24
2442	35.08	186.47	237.68	***	459.23	2.3	***	2333	7022.33	488	2.44
2443	35.2	190.63	237.15	***	462.98	2.31	***	2334	7025.34	490	2.45
2444	33.26	172.83	232.41	***	438.5	2.19	***	2335	7028.35	465	2.33
2445	31.59	156.39	227.06	***	415.04	2.08	***	2336	7031.36	443	2.21
2446	32.47	166.41	229.0	***	427.88	2.14	***	2337	7034.37	455	2.27
2447	33.47	173.52	233.73	***	440.72	2.2	***	2338	7037.38	467	2.33
2448	34.74	184.28	237.08	***	456.1	2.28	***	2339	7040.39	485	2.42
2449	33.92	177.14	234.33	***	445.39	2.23	***	2340	7043.4	474	2.37
2450	31.8	158.51	227.94	***	418.25	2.09	***	2341	7046.41	445	2.23
2451	34.25	182.83	235.2	***	452.28	2.26	***	2342	7049.42	479	2.4
2452	32.51	165.72	229.6	***	427.83	2.14	***	2343	7052.43	454	2.27
2453	33.31	171.46	231.76	***	436.53	2.18	***	2344	7055.44	463	2.31
2454	34.71	186.45	236.42	***	457.58	2.29	***	2345	7058.45	485	2.42
2455	32.62	167.14	230.21	***	429.97	2.15	***	2346	7061.46	457	2.29
2456	32.0	170.01	225.74	***	427.75	2.14	***	2347	7064.47	447	2.23
2457	33.4	187.92	227.42	***	448.74	2.24	***	2348	7067.48	464	2.32
2458	32.57	184.35	226.56	***	443.48	2.22	***	2349	7070.49	463	2.31
2459	32.28	172.89	225.73	***	430.9	2.15	***	2350	7073.5	453	2.27
2460	30.54	149.98	223.63	***	404.15	2.02	***	2351	7076.51	428	2.14
2461	32.75	173.56	231.09	***	437.4	2.19	***	2352	7079.52	465	2.33
2462	32.24	162.16	231.05	***	425.45	2.13	***	2353	7082.53	455	2.27
2463	32.44	162.13	233.65	***	428.22	2.14	***	2354	7085.54	457	2.29
2464	33.91	160.04	235.99	***	429.94	2.15	***	2355	7088.55	462	2.31
2465	33.28	139.97	230.92	***	404.17	2.02	***	2356	7091.56	436	2.18
2466	36.06	141.44	233.36	***	410.86	2.05	***	2357	7094.57	436	2.18
2467	36.78	143.49	232.17	***	412.44	2.06	***	2358	7097.58	431	2.15
2468	37.48	137.05	233.45	***	407.98	2.04	***	2359	7100.59	429	2.15
2469	36.83	135.61	226.76	***	399.2	2.0	***	2360	7103.6	412	2.06
2470	38.32	147.74	234.28	***	420.34	2.1	***	2361	7106.61	434	2.17
2471	37.19	132.7	229.67	***	399.56	2.0	***	2362	7109.62	417	2.08
2472	39.81	150.65	237.1	***	427.56	2.14	***	2363	7112.63	446	2.23
2473	40.16	153.41	237.29	***	430.86	2.15	***	2364	7115.64	444	2.22
2474	38.82	139.18	229.82	***	407.82	2.04	***	2365	7118.65	416	2.08
2475	37.54	128.42	227.86	***	393.82	1.97	***	2366	7121.66	408	2.04
2476	38.86	137.72	234.13	***	410.71	2.05	***	2367	7124.67	424	2.12
2477	36.17	130.58	227.67	***	394.42	1.97	***	2368	7127.68	409	2.04
2478	36.59	138.48	228.91	***	403.98	2.02	***	2369	7130.69	418	2.09
2479	36.88	134.91	227.46	***	399.25	2.0	***	2370	7133.7	411	2.06
2480	36.89	127.78	224.17	***	388.84	1.94	***	2371	7136.71	398	1.99
2481	36.08	122.77	224.42	***	383.27	1.92	***	2372	7139.72	392	1.96
2482	33.97	125.69	224.4	***	384.06	1.92	***	2373	7142.73	399	2.0
2483	34.91	142.89	228.21	***	406.01	2.03	***	2374	7145.74	426	2.13
2484	34.47	149.29	228.87	***	412.63	2.06	***	2375	7148.75	431	2.15
2485	35.04	146.37	231.11	***	412.52	2.06	***	2376	7151.76	436	2.18
2486	35.78	139.98	229.54	***	405.3	2.03	***	2377	7154.77	424	2.12
2487	36.61	146.47	232.07	***	415.15	2.08	***	2378	7157.78	434	2.17
2488	35.93	137.12	228.08	***	401.13	2.01	***	2379	7160.79	416	2.08
2489	37.34	146.39	230.84	***	414.57	2.07	***	2380	7163.8	430	2.15
2490	38.13	159.29	232.91	***	430.33	2.15	***	2381	7166.81	444	2.22
2491	35.86	139.2	225.56	***	400.62	2.0	***	2382	7169.82	411	2.06
2492	35.43	127.06	221.59	***	384.08	1.92	***	2383	7172.83	391	1.96
2493	38.05	132.78	226.35	***	397.18	1.99	***	2384	7175.84	406	2.03
2494	36.15	142.85	225.67	***	404.67	2.02	***	2385	7178.85	415	2.08
2495	36.72	152.08	227.85	***	416.65	2.08	***	2386	7181.86	428	2.14
2496	34.11	147.85	225.84	***	407.8	2.04	***	2387	7184.87	422	2.11
2497	33.72	150.68	223.61	***	408.01	2.04	***	2388	7187.88	423	2.12
2498	33.29	151.42	221.03	***	405.74	2.03	***	2389	7190.89	414	2.07
2499	33.76	162.82	225.52	***	422.1	2.11	***	2390	7193.9	437	2.19
2500	34.03	170.02	225.53	***	429.58	2.15	***	2391	7196.91	441	2.21
2501	32.82	169.26	222.08	***	424.16	2.12	***	2392	7199.92	434	2.17
2502	33.3	167.09	221.05	***	421.44	2.11	***	2393	7202.93	428	2.14
2503	34.07	165.73	222.44	***	422.24	2.11	***	2394	7205.94	433	2.17
2504	33.76	167.14	222.27	***	423.17	2.12	***	2395	7208.95	434	2.17
2505	35.94	177.16	225.65	***	438.75	2.19	***	2396	7211.96	444	2.22
2506	35.71	169.96	224.9	***	430.57	2.15	***	2397	7214.97	437	2.19
2507	35.71	175.73	225.48	***	436.92	2.18	***	2398	7217.98	443	2.21
2508	36.62	187.15	228.89	***	452.66	2.26	***	2399	7220.99	461	2.31
2509	35.76	191.45	227.19	***	454.4	2.27	***	2400	7224.0	461	2.31
2510	32.83	167.19	220.74	***	420.76	2.1	***	2401	7227.01	430	2.15
2511	33.97	177.88	223.58	***	435.43	2.18	***	2402	7230.02	444	2.22
2512	32.45	184.36	223.73	***	440.54	2.2	***	2403	7233.03	454	2.27
2513	30.88	165.69	221.87	***	418.44	2.09	***	2404	7236.04	436	2.18
2514	32.4	175.77	226.97	***	435.14	2.18	***	2405	7239.05	456	2.28
2515	35.21	200.74	230.48	***	466.43	2.33	***	2406	7242.06	479	2.4
2516	32.44	162.23	219.24	***	413.91	2.07	***	2407	7245.07	426	2.13
2517	31.6	146.39	221.02	***	399.01	2.0	***	2408	7248.08	417	2.08
2518	33.5	172.18	229.38	***	435.06	2.18	***	2409	7251.09	453	2.27
2519	31.6	161.4	226.63	***	419.63	2.1	***	2410	7254.1	443	2.21
2520	33.17	174.31	231.54	***	439.02	2.2	***	2411	7257.11	464	2.32
2521	31.77	160.74	226.8	***	419.31	2.1	***	2412	7260.12	444	2.22
2522	30.8	152.17	223.8	***	406.77	2.03	***	2413	7263.13	431	2.15
2523	32.1	162.83	227.94	***	422.87	2.11	***	2414	7266.14	448	2.24
2524	31.84	162.91	225.95	***	420.7	2.1	***	2415	7269.15	444	2.22
2525	31.46	157.21	225.49	***	414.16	2.07	***	2416	7272.16	440	2.2
2526	30.56	152.13	221.66	***	404.35	2.02	***	2417	7275.17	425	2.13
2527	32.22	162.96	227.75	***	422.93	2.11	***	2418	7278.18	448	2.24
2528	31.91	156.45	230.51	***	418.87	2.09	***	2419	7281.19	447	2.23
2529	31.45	148.64	229.94	***	410.03	2.05	***	2420	7284.2	441	2.21
2530	31.34	140.66	230.23	***	402.23	2.01	***	2421	7287.21	439	2.19
2531	32.32	150.68	232.59	***	415.59	2.08	***	2422	7290.22	451	2.25
2532	32.85	157.79	234.14	***	424.78	2.12	***	2423	7293.23	459	2.29
2533	30.94	139.93	228.39	***	399.26	2.0	***	2424	7296.24	432	2.16
2534	32.01	152.87	230.68	***	415.56	2.08	***	2425	7299.25	447	2.23
2535	31.12	151.46	226.77	***	409.35	2.05	***	2426	7302.26	436	2.18
2536	30.91	166.53	221.88	***	419.32	2.1	***	2427	7305.27	437	2.19
2537	32.14	169.31	225.98	***	427.43	2.14	***	2428	7308.28	448	2.24
2538	30.65	148.55	222.34	***	401.54	2.01	***	2429	7311.29	425	2.13
2539	32.25	160.05	228.69	***	420.99	2.1	***	2430	7314.3	448	2.24
2540	32.44	162.83	231.34	***	426.61	2.13	***	2431	7317.31	457	2.29
2541	32.65	164.25	229.04	***	425.94	2.13	***	2432	7320.32	452	2.26
2542	34.0	182.82	232.22	***	449.04	2.25	***	2433	7323.33	471	2.35
2543	32.03	154.95	230.54	***	417.52	2.09	***	2434	7326.34	446	2.23
2544	31.53	138.47	229.44	***	399.44	2.0	***	2435	7329.35	428	2.14
2545	33.43	156.38	228.63	***	418.44	2.09	***	2436	7332.36	442	2.21
2546	34.2	169.98	232.16	***	436.34	2.18	***	2437	7335.37	460	2.3
2547	33.62	165.72	231.97	***	431.31	2.16	***	2438	7338.38	459	2.29
2548	32.37	149.9	225.84	***	408.11	2.04	***	2439	7341.39	434	2.17
2549	32.61	152.81	227.93	***	413.35	2.07	***	2440	7344.4	443	2.21
2550	34.65	162.82	233.69	***	431.16	2.16	***	2441	7347.41	462	2.31
2551	35.53	180.71	238.16	***	454.4	2.27	***	2442	7350.42	486	2.43
2552	32.55	152.12	230.65	***	415.32	2.08	***	2443	7353.43	445	2.23
2553	32.68	157.86	232.0	***	422.54	2.11	***	2444	7356.44	453	2.27
2554	34.06	168.61	230.23	***	432.9	2.16	***	2445	7359.45	456	2.28
2555	35.43	159.92	227.31	***	422.66	2.11	***	2446	7362.46	441	2.21
2556	33.84	152.85	224.44	***	411.13	2.06	***	2447	7365.47	431	2.15
2557	32.08	156.38	222.99	***	411.45	2.06	***	2448	7368.48	427	2.13
2558	32.11	153.61	222.7	***	408.42	2.04	***	2449	7371.49	431	2.15
2559	30.89	145.0	221.21	***	397.1	1.99	***	2450	7374.5	416	2.08
2560	32.43	145.68	221.5	***	399.61	2.0	***	2451	7377.51	418	2.09
2561	33.77	148.48	222.15	***	404.4	2.02	***	2452	7380.52	419	2.1
2562	35.91	164.28	227.41	***	427.6	2.14	***	2453	7383.53	443	2.21
2563	38.35	181.47	232.32	***	452.14	2.26	***	2454	7386.54	466	2.33
2564	36.84	167.82	228.55	***	433.21	2.17	***	2455	7389.55	446	2.23
2565	35.26	152.73	224.32	***	412.31	2.06	***	2456	7392.56	423	2.12
2566	35.77	160.03	223.28	***	419.08	2.1	***	2457	7395.57	425	2.13
2567	35.61	157.8	220.38	***	413.79	2.07	***	2458	7398.58	415	2.08
2568	35.76	155.02	219.49	***	410.27	2.05	***	2459	7401.59	413	2.06
2569	38.23	168.58	226.15	***	432.96	2.16	***	2460	7404.6	438	2.19
2570	38.11	162.78	225.55	***	426.44	2.13	***	2461	7407.61	433	2.17
2571	38.3	142.78	230.44	***	411.52	2.06	***	2462	7410.62	428	2.14
2572	38.08	137.05	228.14	***	403.27	2.02	***	2463	7413.63	410	2.05
2573	39.12	149.91	231.38	***	420.41	2.1	***	2464	7416.64	434	2.17
2574	38.11	145.59	229.68	***	413.38	2.07	***	2465	7419.65	424	2.12
2575	39.15	156.34	230.03	***	425.52	2.13	***	2466	7422.66	433	2.17
2576	39.52	158.53	229.14	***	427.19	2.14	***	2467	7425.67	432	2.16
2577	38.15	139.18	230.24	***	407.57	2.04	***	2468	7428.68	420	2.1
2578	37.18	127.06	228.27	***	392.51	1.96	***	2469	7431.69	406	2.03
2579	38.36	134.16	231.98	***	404.5	2.02	***	2470	7434.7	421	2.1
2580	38.8	142.75	231.1	***	412.65	2.06	***	2471	7437.71	425	2.13
2581	38.5	119.88	232.12	***	390.5	1.95	***	2472	7440.72	412	2.06
2582	37.54	114.89	228.94	***	381.37	1.91	***	2473	7443.73	400	2.0
2583	36.84	112.71	228.49	***	378.04	1.89	***	2474	7446.74	395	1.98
2584	37.58	131.99	231.52	***	401.09	2.01	***	2475	7449.75	418	2.09
2585	39.24	134.18	233.85	***	407.27	2.04	***	2476	7452.76	427	2.13
2586	36.66	127.03	227.91	***	391.6	1.96	***	2477	7455.77	412	2.06
2587	36.1	126.99	228.99	***	392.08	1.96	***	2478	7458.78	411	2.06
2588	37.46	145.68	232.35	***	415.49	2.08	***	2479	7461.79	431	2.15
2589	38.22	151.31	234.77	***	424.3	2.12	***	2480	7464.8	441	2.21
2590	38.8	153.53	233.48	***	425.81	2.13	***	2481	7467.81	441	2.21
2591	36.11	133.5	226.16	***	395.77	1.98	***	2482	7470.82	413	2.06
2592	35.87	134.23	229.3	***	399.4	2.0	***	2483	7473.83	413	2.06
2593	34.91	127.09	224.37	***	386.37	1.93	***	2484	7476.84	398	1.99
2594	35.8	131.42	224.82	***	392.04	1.96	***	2485	7479.85	405	2.02
2595	34.69	117.73	222.12	***	374.54	1.87	***	2486	7482.86	388	1.94
2596	35.35	118.42	222.57	***	376.34	1.88	***	2487	7485.87	386	1.93
2597	40.2	152.1	227.26	***	419.56	2.1	***	2488	7488.88	417	2.08
2598	39.63	144.96	220.95	***	405.54	2.03	***	2489	7491.89	399	2.0
2599	36.41	123.53	214.75	***	374.69	1.87	***	2490	7494.9	369	1.84
