Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
358	58.27	7.92	228.49	***	294.68	1.47	***	249	749.49	280	1.4
359	58.0	9.36	226.81	***	294.17	1.47	***	250	752.5	278	1.39
360	58.26	13.68	230.01	***	301.95	1.51	***	251	755.51	292	1.46
361	57.59	15.12	232.4	***	305.11	1.53	***	252	758.52	303	1.51
362	59.18	20.14	236.07	***	315.39	1.58	***	253	761.53	318	1.59
363	59.25	20.11	236.94	***	316.3	1.58	***	254	764.54	321	1.6
364	58.4	13.67	232.66	***	304.73	1.52	***	255	767.55	306	1.53
365	58.2	10.08	232.88	***	301.16	1.51	***	256	770.56	301	1.5
366	57.9	12.24	230.67	***	300.81	1.5	***	257	773.57	293	1.47
367	58.06	10.8	233.15	***	302.01	1.51	***	258	776.58	305	1.52
368	59.05	13.65	240.59	***	313.29	1.57	***	259	779.59	319	1.59
369	58.49	10.79	235.2	***	304.48	1.52	***	260	782.6	305	1.52
370	58.07	7.91	234.39	***	300.37	1.5	***	261	785.61	304	1.52
371	57.92	10.07	230.91	***	298.9	1.49	***	262	788.62	293	1.47
372	59.33	20.1	234.11	***	313.54	1.57	***	263	791.63	311	1.55
373	59.61	20.86	237.37	***	317.84	1.59	***	264	794.64	317	1.58
374	58.91	15.84	235.01	***	309.76	1.55	***	265	797.65	304	1.52
375	58.77	12.24	235.05	***	306.06	1.53	***	266	800.66	307	1.53
376	58.38	17.99	237.86	***	314.23	1.57	***	267	803.67	323	1.61
377	59.1	20.15	242.1	***	321.35	1.61	***	268	806.68	333	1.67
378	59.17	20.12	241.52	***	320.81	1.6	***	269	809.69	337	1.69
379	58.88	20.15	234.35	***	313.38	1.57	***	270	812.7	310	1.55
380	58.62	17.24	234.15	***	310.01	1.55	***	271	815.71	310	1.55
381	59.11	17.98	236.93	***	314.02	1.57	***	272	818.72	313	1.56
382	58.47	12.23	235.0	***	305.7	1.53	***	273	821.73	306	1.53
383	58.41	10.8	231.98	***	301.19	1.51	***	274	824.74	294	1.47
384	59.27	16.53	234.18	***	309.98	1.55	***	275	827.75	304	1.52
385	59.05	17.26	236.08	***	312.39	1.56	***	276	830.76	310	1.55
386	58.49	13.66	233.32	***	305.47	1.53	***	277	833.77	306	1.53
387	59.13	20.85	238.28	***	318.26	1.59	***	278	836.78	326	1.63
388	59.26	16.54	236.29	***	312.09	1.56	***	279	839.79	309	1.54
389	58.49	12.95	231.16	***	302.6	1.51	***	280	842.8	296	1.48
390	58.42	10.07	230.43	***	298.92	1.49	***	281	845.81	283	1.42
391	59.12	13.65	231.68	***	304.45	1.52	***	282	848.82	288	1.44
392	58.35	9.36	234.79	***	302.5	1.51	***	283	851.83	301	1.5
393	58.91	16.55	233.56	***	309.02	1.55	***	284	854.84	309	1.54
394	58.49	13.67	237.24	***	309.4	1.55	***	285	857.85	321	1.6
395	58.7	17.99	232.11	***	308.8	1.54	***	286	860.86	312	1.56
396	58.91	17.26	236.15	***	312.32	1.56	***	287	863.87	321	1.6
397	58.98	20.13	237.06	***	316.17	1.58	***	288	866.88	326	1.63
398	58.35	15.12	233.09	***	306.56	1.53	***	289	869.89	304	1.52
399	58.7	15.1	232.85	***	306.65	1.53	***	290	872.9	304	1.52
400	59.62	24.45	237.36	***	321.43	1.61	***	291	875.91	328	1.64
401	59.28	16.51	234.76	***	310.55	1.55	***	292	878.92	309	1.54
402	58.07	9.35	228.16	***	295.58	1.48	***	293	881.93	286	1.43
403	57.42	7.2	229.25	***	293.87	1.47	***	294	884.94	293	1.47
404	57.97	11.52	233.76	***	303.25	1.52	***	295	887.95	309	1.54
405	58.42	8.63	233.97	***	301.02	1.51	***	296	890.96	304	1.52
406	58.84	15.12	232.85	***	306.81	1.53	***	297	893.97	300	1.5
407	58.0	10.07	230.95	***	299.02	1.5	***	298	896.98	296	1.48
408	57.98	6.48	234.83	***	299.29	1.5	***	299	899.99	304	1.52
409	57.99	7.92	227.07	***	292.98	1.46	***	300	903.0	279	1.4
410	58.7	12.2	233.08	***	303.98	1.52	***	301	906.01	301	1.5
411	58.83	14.37	233.33	***	306.53	1.53	***	302	909.02	301	1.5
412	58.84	12.95	234.0	***	305.79	1.53	***	303	912.03	309	1.54
413	58.34	12.23	231.11	***	301.68	1.51	***	304	915.04	295	1.48
414	57.68	15.12	231.6	***	304.4	1.52	***	305	918.05	301	1.5
415	58.12	12.22	232.16	***	302.5	1.51	***	306	921.06	293	1.47
416	59.47	19.4	236.57	***	315.44	1.58	***	307	924.07	307	1.53
417	58.83	15.12	228.05	***	302.0	1.51	***	308	927.08	281	1.41
418	58.35	13.66	221.79	***	293.8	1.47	***	309	930.09	259	1.29
419	57.7	6.48	223.33	***	287.51	1.44	***	310	933.1	260	1.3
420	57.93	5.76	225.48	***	289.17	1.45	***	311	936.11	269	1.34
421	58.42	9.35	226.99	***	294.76	1.47	***	312	939.12	277	1.39
422	58.92	11.51	229.75	***	300.18	1.5	***	313	942.13	284	1.42
423	59.26	15.84	234.89	***	309.99	1.55	***	314	945.14	300	1.5
424	58.69	13.68	233.41	***	305.78	1.53	***	315	948.15	293	1.47
425	58.56	14.4	228.81	***	301.77	1.51	***	316	951.16	290	1.45
426	58.76	15.12	230.25	***	304.13	1.52	***	317	954.17	290	1.45
427	59.47	16.55	236.24	***	312.26	1.56	***	318	957.18	306	1.53
428	58.76	15.84	229.76	***	304.36	1.52	***	319	960.19	285	1.43
429	58.76	22.3	226.85	***	307.91	1.54	***	320	963.2	291	1.46
430	59.27	20.84	227.86	***	307.97	1.54	***	321	966.21	286	1.43
431	60.32	33.8	232.41	***	326.53	1.63	***	322	969.22	308	1.54
432	59.0	16.54	230.16	***	305.7	1.53	***	323	972.23	284	1.42
433	58.0	7.19	228.06	***	293.25	1.47	***	324	975.24	277	1.39
434	58.07	7.92	225.95	***	291.94	1.46	***	325	978.25	275	1.38
435	58.07	7.2	227.79	***	293.06	1.47	***	326	981.26	272	1.36
436	58.28	12.24	225.09	***	295.61	1.48	***	327	984.27	275	1.38
437	58.98	12.96	232.29	***	304.23	1.52	***	328	987.28	286	1.43
438	58.77	15.11	230.27	***	304.15	1.52	***	329	990.29	293	1.47
439	58.49	13.68	229.85	***	302.02	1.51	***	330	993.3	294	1.47
440	58.36	14.37	227.42	***	300.15	1.5	***	331	996.31	285	1.43
441	58.7	12.94	236.98	***	308.62	1.54	***	332	999.32	314	1.57
442	59.19	19.41	240.9	***	319.5	1.6	***	333	1002.33	335	1.68
443	58.63	8.63	237.67	***	304.93	1.52	***	334	1005.34	318	1.59
444	57.99	7.2	232.21	***	297.4	1.49	***	335	1008.35	296	1.48
445	59.47	20.13	234.8	***	314.4	1.57	***	336	1011.36	313	1.56
446	58.49	15.83	235.76	***	310.08	1.55	***	337	1014.37	322	1.61
447	58.84	11.5	237.34	***	307.68	1.54	***	338	1017.38	311	1.55
448	59.05	17.27	235.22	***	311.54	1.56	***	339	1020.39	310	1.55
449	59.41	23.74	235.85	***	319.0	1.59	***	340	1023.4	319	1.59
450	58.96	20.87	236.37	***	316.2	1.58	***	341	1026.41	327	1.64
451	59.26	21.56	237.8	***	318.62	1.59	***	342	1029.42	324	1.62
452	59.4	19.42	235.65	***	314.47	1.57	***	343	1032.43	316	1.58
453	58.48	11.52	234.55	***	304.55	1.52	***	344	1035.44	308	1.54
454	58.42	10.08	236.94	***	305.44	1.53	***	345	1038.45	310	1.55
455	58.41	15.83	239.3	***	313.54	1.57	***	346	1041.46	319	1.59
456	58.49	12.23	233.97	***	304.69	1.52	***	347	1044.47	306	1.53
457	58.13	12.23	235.22	***	305.58	1.53	***	348	1047.48	308	1.54
458	57.7	8.64	236.89	***	303.23	1.52	***	349	1050.49	322	1.61
459	58.27	13.67	236.53	***	308.47	1.54	***	350	1053.5	313	1.56
460	59.33	18.68	237.98	***	315.99	1.58	***	351	1056.51	319	1.59
461	58.7	11.52	239.04	***	309.26	1.55	***	352	1059.52	314	1.57
462	59.28	18.69	237.96	***	315.93	1.58	***	353	1062.53	319	1.59
463	59.12	25.14	230.06	***	314.32	1.57	***	354	1065.54	306	1.53
464	58.05	12.23	234.59	***	304.87	1.52	***	355	1068.55	307	1.53
465	58.21	8.62	237.33	***	304.16	1.52	***	356	1071.56	305	1.52
466	58.26	13.66	233.35	***	305.27	1.53	***	357	1074.57	308	1.54
467	57.76	10.8	235.53	***	304.09	1.52	***	358	1077.58	312	1.56
468	58.4	10.8	236.97	***	306.17	1.53	***	359	1080.59	317	1.58
469	58.91	12.96	240.01	***	311.88	1.56	***	360	1083.6	328	1.64
470	58.56	8.63	238.63	***	305.82	1.53	***	361	1086.61	313	1.56
471	58.05	12.95	236.61	***	307.61	1.54	***	362	1089.62	319	1.59
472	57.92	10.07	235.97	***	303.96	1.52	***	363	1092.63	313	1.56
473	59.2	15.8	239.15	***	314.15	1.57	***	364	1095.64	329	1.65
474	59.13	16.53	239.1	***	314.76	1.57	***	365	1098.65	323	1.61
475	58.97	14.39	241.45	***	314.81	1.57	***	366	1101.66	330	1.65
476	58.84	13.68	239.68	***	312.2	1.56	***	367	1104.67	316	1.58
477	58.55	12.24	236.74	***	307.53	1.54	***	368	1107.68	314	1.57
478	58.41	11.5	231.33	***	301.24	1.51	***	369	1110.69	293	1.47
479	58.65	12.21	230.19	***	301.05	1.51	***	370	1113.7	284	1.42
480	58.77	12.94	230.7	***	302.41	1.51	***	371	1116.71	295	1.48
481	58.0	7.92	230.66	***	296.58	1.48	***	372	1119.72	288	1.44
482	58.48	10.07	233.01	***	301.56	1.51	***	373	1122.73	295	1.48
483	58.39	14.39	231.5	***	304.28	1.52	***	374	1125.74	294	1.47
484	58.27	12.94	231.68	***	302.89	1.51	***	375	1128.75	293	1.47
485	58.04	11.52	229.61	***	299.17	1.5	***	376	1131.76	290	1.45
486	57.75	10.8	226.81	***	295.36	1.48	***	377	1134.77	282	1.41
487	57.99	12.96	224.7	***	295.65	1.48	***	378	1137.78	278	1.39
488	58.77	20.15	230.45	***	309.37	1.55	***	379	1140.79	296	1.48
489	58.7	12.94	235.69	***	307.33	1.54	***	380	1143.8	313	1.56
490	59.84	25.86	239.58	***	325.28	1.63	***	381	1146.81	334	1.67
491	59.35	21.55	242.95	***	323.85	1.62	***	382	1149.82	338	1.69
492	59.48	22.27	242.76	***	324.51	1.62	***	383	1152.83	342	1.71
493	58.91	15.12	241.52	***	315.55	1.58	***	384	1155.84	332	1.66
494	58.77	15.84	243.08	***	317.69	1.59	***	385	1158.85	342	1.71
495	59.12	22.29	241.75	***	323.16	1.62	***	386	1161.86	342	1.71
496	59.4	18.71	243.55	***	321.66	1.61	***	387	1164.87	327	1.64
497	58.48	11.52	234.54	***	304.54	1.52	***	388	1167.88	302	1.51
498	58.49	8.62	233.9	***	301.01	1.51	***	389	1170.89	298	1.49
499	57.99	12.95	230.11	***	301.05	1.51	***	390	1173.9	298	1.49
500	58.06	14.37	233.78	***	306.21	1.53	***	391	1176.91	308	1.54
501	58.98	17.24	234.57	***	310.79	1.55	***	392	1179.92	309	1.54
502	59.2	17.23	236.04	***	312.47	1.56	***	393	1182.93	308	1.54
503	59.21	19.41	235.4	***	314.02	1.57	***	394	1185.94	307	1.53
504	57.63	7.19	228.35	***	293.17	1.47	***	395	1188.95	283	1.42
505	57.69	7.19	226.79	***	291.67	1.46	***	396	1191.96	276	1.38
506	57.61	7.91	232.18	***	297.7	1.49	***	397	1194.97	296	1.48
507	58.55	8.64	233.46	***	300.65	1.5	***	398	1197.98	297	1.49
508	58.28	9.36	227.67	***	295.31	1.48	***	399	1200.99	281	1.41
509	58.54	11.5	237.36	***	307.4	1.54	***	400	1204.0	312	1.56
510	59.27	15.09	240.16	***	314.52	1.57	***	401	1207.01	324	1.62
511	59.04	21.58	237.4	***	318.02	1.59	***	402	1210.02	323	1.61
512	58.2	7.92	233.27	***	299.39	1.5	***	403	1213.03	295	1.48
513	58.35	7.91	233.69	***	299.95	1.5	***	404	1216.04	298	1.49
514	59.4	13.66	236.62	***	309.68	1.55	***	405	1219.05	306	1.53
515	58.84	12.94	233.63	***	305.41	1.53	***	406	1222.06	300	1.5
516	59.12	16.54	234.3	***	309.96	1.55	***	407	1225.07	305	1.52
517	58.77	13.67	233.2	***	305.64	1.53	***	408	1228.08	297	1.49
518	59.27	15.08	235.39	***	309.74	1.55	***	409	1231.09	303	1.51
519	59.75	21.56	234.48	***	315.79	1.58	***	410	1234.1	310	1.55
520	59.06	17.27	236.94	***	313.27	1.57	***	411	1237.11	317	1.58
521	60.05	25.87	240.55	***	326.47	1.63	***	412	1240.12	329	1.65
522	60.04	24.42	239.27	***	323.73	1.62	***	413	1243.13	327	1.64
523	58.56	10.06	232.01	***	300.63	1.5	***	414	1246.14	297	1.49
524	58.7	15.84	229.99	***	304.53	1.52	***	415	1249.15	291	1.46
525	59.19	20.11	230.91	***	310.21	1.55	***	416	1252.16	298	1.49
526	59.26	20.14	233.06	***	312.46	1.56	***	417	1255.17	304	1.52
527	59.05	17.96	228.91	***	305.92	1.53	***	418	1258.18	288	1.44
528	58.71	14.38	231.91	***	305.0	1.52	***	419	1261.19	288	1.44
529	58.42	15.12	226.86	***	300.4	1.5	***	420	1264.2	285	1.43
530	58.91	14.38	229.19	***	302.48	1.51	***	421	1267.21	285	1.43
531	58.21	12.22	231.77	***	302.2	1.51	***	422	1270.22	294	1.47
532	58.98	14.39	235.84	***	309.21	1.55	***	423	1273.23	308	1.54
533	58.99	12.94	236.67	***	308.6	1.54	***	424	1276.24	305	1.52
534	58.91	16.53	231.76	***	307.2	1.54	***	425	1279.25	300	1.5
535	58.7	12.93	231.04	***	302.67	1.51	***	426	1282.26	287	1.44
536	58.21	7.2	226.13	***	291.54	1.46	***	427	1285.27	272	1.36
537	57.63	7.2	227.48	***	292.31	1.46	***	428	1288.28	281	1.41
538	58.34	9.34	230.46	***	298.14	1.49	***	429	1291.29	287	1.44
539	58.4	11.52	234.01	***	303.93	1.52	***	430	1294.3	306	1.53
540	58.38	13.67	238.85	***	310.9	1.55	***	431	1297.31	316	1.58
541	58.34	14.38	233.2	***	305.92	1.53	***	432	1300.32	311	1.55
542	58.49	9.35	234.57	***	302.41	1.51	***	433	1303.33	298	1.49
543	58.2	11.51	232.19	***	301.9	1.51	***	434	1306.34	294	1.47
544	58.84	12.94	232.52	***	304.3	1.52	***	435	1309.35	289	1.45
545	58.63	11.52	229.6	***	299.75	1.5	***	436	1312.36	286	1.43
546	59.05	12.23	233.67	***	304.95	1.52	***	437	1315.37	298	1.49
547	59.26	17.25	235.17	***	311.68	1.56	***	438	1318.38	306	1.53
548	59.47	18.72	236.25	***	314.44	1.57	***	439	1321.39	306	1.53
549	58.49	12.94	232.44	***	303.87	1.52	***	440	1324.4	297	1.49
550	58.98	15.83	229.87	***	304.68	1.52	***	441	1327.41	292	1.46
551	59.69	21.58	234.11	***	315.38	1.58	***	442	1330.42	300	1.5
552	59.35	20.13	232.64	***	312.12	1.56	***	443	1333.43	301	1.5
553	59.12	14.39	233.24	***	306.75	1.53	***	444	1336.44	296	1.48
554	58.63	8.64	230.83	***	298.1	1.49	***	445	1339.45	283	1.42
555	59.05	15.1	229.1	***	303.25	1.52	***	446	1342.46	281	1.41
556	58.74	17.25	229.32	***	305.31	1.53	***	447	1345.47	284	1.42
557	58.3	22.3	227.29	***	307.89	1.54	***	448	1348.48	291	1.46
558	58.59	20.13	228.79	***	307.51	1.54	***	449	1351.49	294	1.47
559	58.12	12.23	225.67	***	296.02	1.48	***	450	1354.5	276	1.38
560	58.35	10.07	225.22	***	293.64	1.47	***	451	1357.51	267	1.33
561	58.47	13.68	223.38	***	295.53	1.48	***	452	1360.52	267	1.33
562	59.54	15.09	229.02	***	303.65	1.52	***	453	1363.53	275	1.38
563	57.88	14.38	223.58	***	295.84	1.48	***	454	1366.54	276	1.38
564	58.68	12.23	225.96	***	296.87	1.48	***	455	1369.55	277	1.39
565	58.49	8.63	224.1	***	291.22	1.46	***	456	1372.56	258	1.29
566	58.4	12.24	227.58	***	298.22	1.49	***	457	1375.57	273	1.36
567	59.12	14.38	232.49	***	305.99	1.53	***	458	1378.58	283	1.42
568	58.8	22.29	232.13	***	313.22	1.57	***	459	1381.59	296	1.48
569	59.17	20.85	229.14	***	309.16	1.55	***	460	1384.6	284	1.42
570	58.48	12.95	225.66	***	297.09	1.49	***	461	1387.61	271	1.35
571	59.05	15.79	226.46	***	301.3	1.51	***	462	1390.62	271	1.35
572	57.48	6.48	220.0	***	283.96	1.42	***	463	1393.63	243	1.22
573	58.01	9.35	223.4	***	290.76	1.45	***	464	1396.64	258	1.29
574	57.39	12.96	218.09	***	288.44	1.44	***	465	1399.65	245	1.23
575	56.48	16.55	220.4	***	293.43	1.47	***	466	1402.66	251	1.25
576	58.02	21.55	222.76	***	302.33	1.51	***	467	1405.67	263	1.31
577	59.35	33.77	226.87	***	319.99	1.6	***	468	1408.68	281	1.41
578	56.84	25.13	222.75	***	304.72	1.52	***	469	1411.69	264	1.32
579	56.92	21.56	217.44	***	295.92	1.48	***	470	1414.7	249	1.25
580	58.56	12.24	218.5	***	289.3	1.45	***	471	1417.71	241	1.21
581	59.05	16.54	221.06	***	296.65	1.48	***	472	1420.72	249	1.25
582	59.9	25.85	224.98	***	310.73	1.55	***	473	1423.73	268	1.34
583	60.18	29.47	227.44	***	317.09	1.59	***	474	1426.74	281	1.41
584	59.54	18.68	229.08	***	307.3	1.54	***	475	1429.75	279	1.4
585	58.7	12.96	226.27	***	297.93	1.49	***	476	1432.76	271	1.35
586	58.91	18.72	223.74	***	301.37	1.51	***	477	1435.77	266	1.33
587	59.76	22.29	226.31	***	308.36	1.54	***	478	1438.78	271	1.35
588	59.05	16.53	227.35	***	302.93	1.51	***	479	1441.79	270	1.35
589	60.32	25.88	230.58	***	316.78	1.58	***	480	1444.8	286	1.43
590	59.26	15.83	230.37	***	305.46	1.53	***	481	1447.81	282	1.41
591	58.84	14.39	228.02	***	301.25	1.51	***	482	1450.82	277	1.39
592	58.77	17.27	224.67	***	300.71	1.5	***	483	1453.83	275	1.38
593	59.05	15.11	229.54	***	303.7	1.52	***	484	1456.84	283	1.42
594	58.49	11.52	226.78	***	296.79	1.48	***	485	1459.85	276	1.38
595	58.63	11.51	226.33	***	296.47	1.48	***	486	1462.86	273	1.36
596	58.7	14.39	229.98	***	303.07	1.52	***	487	1465.87	283	1.42
597	58.91	15.83	232.17	***	306.91	1.53	***	488	1468.88	296	1.48
598	58.63	12.23	233.69	***	304.55	1.52	***	489	1471.89	301	1.5
599	58.91	16.55	233.22	***	308.68	1.54	***	490	1474.9	301	1.5
600	58.19	10.07	230.19	***	298.45	1.49	***	491	1477.91	287	1.44
601	58.5	10.8	228.1	***	297.4	1.49	***	492	1480.92	284	1.42
602	57.54	6.48	232.56	***	296.58	1.48	***	493	1483.93	288	1.44
603	58.41	11.49	230.95	***	300.85	1.5	***	494	1486.94	296	1.48
604	59.41	22.29	233.71	***	315.41	1.58	***	495	1489.95	309	1.54
605	57.91	12.96	231.34	***	302.21	1.51	***	496	1492.96	294	1.47
606	58.55	9.36	232.59	***	300.5	1.5	***	497	1495.97	291	1.46
607	58.27	10.8	230.43	***	299.5	1.5	***	498	1498.98	284	1.42
608	58.49	11.5	234.62	***	304.61	1.52	***	499	1501.99	306	1.53
609	58.35	7.2	233.25	***	298.8	1.49	***	500	1505.0	290	1.45
610	58.2	8.64	230.93	***	297.77	1.49	***	501	1508.01	290	1.45
611	58.7	9.32	234.98	***	303.0	1.51	***	502	1511.02	304	1.52
612	59.14	14.38	237.16	***	310.68	1.55	***	503	1514.03	317	1.58
613	59.05	18.69	238.25	***	315.99	1.58	***	504	1517.04	324	1.62
614	58.91	13.65	235.01	***	307.57	1.54	***	505	1520.05	309	1.54
615	59.4	19.38	236.88	***	315.66	1.58	***	506	1523.06	318	1.59
616	59.55	20.14	241.22	***	320.91	1.6	***	507	1526.07	328	1.64
617	59.2	18.7	238.0	***	315.9	1.58	***	508	1529.08	319	1.59
618	59.76	20.85	243.01	***	323.62	1.62	***	509	1532.09	340	1.7
619	60.24	25.89	242.28	***	328.41	1.64	***	510	1535.1	338	1.69
620	59.12	17.27	237.15	***	313.54	1.57	***	511	1538.11	319	1.59
621	58.69	15.82	234.37	***	308.88	1.54	***	512	1541.12	311	1.55
622	59.27	16.55	236.75	***	312.57	1.56	***	513	1544.13	315	1.57
623	59.89	23.0	239.07	***	321.96	1.61	***	514	1547.14	326	1.63
624	58.63	14.39	231.86	***	304.88	1.52	***	515	1550.15	305	1.52
625	58.21	9.35	233.49	***	301.05	1.51	***	516	1553.16	298	1.49
626	58.28	10.08	230.01	***	298.37	1.49	***	517	1556.17	285	1.43
627	58.7	10.79	233.99	***	303.48	1.52	***	518	1559.18	305	1.52
628	59.05	17.27	231.07	***	307.39	1.54	***	519	1562.19	290	1.45
629	58.49	15.11	227.88	***	301.48	1.51	***	520	1565.2	283	1.42
630	58.91	13.68	228.46	***	301.05	1.51	***	521	1568.21	278	1.39
631	58.9	16.53	231.32	***	306.75	1.53	***	522	1571.22	298	1.49
632	59.41	23.72	233.18	***	316.31	1.58	***	523	1574.23	299	1.5
633	58.62	21.58	228.34	***	308.54	1.54	***	524	1577.24	292	1.46
634	59.05	17.27	233.04	***	309.36	1.55	***	525	1580.25	301	1.5
635	58.42	9.35	234.98	***	302.75	1.51	***	526	1583.26	301	1.5
636	59.26	19.42	231.88	***	310.56	1.55	***	527	1586.27	295	1.48
637	59.11	20.86	235.23	***	315.2	1.58	***	528	1589.28	313	1.56
638	58.03	16.54	231.14	***	305.71	1.53	***	529	1592.29	298	1.49
639	57.77	11.51	231.37	***	300.65	1.5	***	530	1595.3	297	1.49
640	58.34	9.35	234.53	***	302.22	1.51	***	531	1598.31	300	1.5
641	58.68	16.54	234.57	***	309.79	1.55	***	532	1601.32	310	1.55
642	58.98	13.68	232.43	***	305.09	1.53	***	533	1604.33	299	1.5
643	58.34	9.35	230.19	***	297.88	1.49	***	534	1607.34	281	1.41
644	58.14	10.07	227.55	***	295.76	1.48	***	535	1610.35	273	1.36
645	58.28	10.79	227.14	***	296.21	1.48	***	536	1613.36	275	1.38
646	59.2	16.54	228.38	***	304.12	1.52	***	537	1616.37	278	1.39
647	59.31	23.0	231.16	***	313.47	1.57	***	538	1619.38	290	1.45
648	59.28	17.95	232.13	***	309.36	1.55	***	539	1622.39	293	1.47
649	58.91	17.26	230.38	***	306.55	1.53	***	540	1625.4	287	1.44
650	58.26	12.21	230.04	***	300.51	1.5	***	541	1628.41	294	1.47
651	59.62	19.41	232.16	***	311.19	1.56	***	542	1631.42	297	1.49
652	58.42	13.67	232.68	***	304.77	1.52	***	543	1634.43	302	1.51
653	58.98	10.8	235.15	***	304.93	1.52	***	544	1637.44	299	1.5
654	59.33	16.5	235.13	***	310.96	1.55	***	545	1640.45	305	1.52
655	58.91	15.09	236.27	***	310.27	1.55	***	546	1643.46	308	1.54
656	58.33	15.11	232.79	***	306.23	1.53	***	547	1646.47	295	1.48
657	58.84	15.11	232.64	***	306.59	1.53	***	548	1649.48	299	1.5
658	58.55	12.23	232.15	***	302.93	1.51	***	549	1652.49	295	1.48
659	58.47	15.81	232.86	***	307.14	1.54	***	550	1655.5	303	1.51
660	59.05	22.28	234.31	***	315.64	1.58	***	551	1658.51	307	1.53
661	59.54	23.73	234.32	***	317.59	1.59	***	552	1661.52	312	1.56
662	58.89	17.25	232.58	***	308.72	1.54	***	553	1664.53	299	1.5
663	58.4	17.99	229.21	***	305.6	1.53	***	554	1667.54	294	1.47
664	59.12	20.13	231.27	***	310.52	1.55	***	555	1670.55	292	1.46
665	59.62	19.39	236.91	***	315.92	1.58	***	556	1673.56	315	1.57
666	59.17	18.69	234.94	***	312.8	1.56	***	557	1676.57	305	1.52
667	58.12	11.52	227.69	***	297.33	1.49	***	558	1679.58	280	1.4
668	58.41	13.66	229.54	***	301.61	1.51	***	559	1682.59	281	1.41
669	59.04	15.11	231.06	***	305.21	1.53	***	560	1685.6	289	1.45
670	58.14	9.36	229.56	***	297.06	1.49	***	561	1688.61	282	1.41
671	58.76	16.55	225.26	***	300.57	1.5	***	562	1691.62	272	1.36
672	58.62	10.79	231.88	***	301.29	1.51	***	563	1694.63	284	1.42
673	59.27	20.86	233.7	***	313.83	1.57	***	564	1697.64	307	1.53
674	59.61	24.41	234.46	***	318.48	1.59	***	565	1700.65	309	1.54
675	58.55	11.52	229.95	***	300.02	1.5	***	566	1703.66	280	1.4
676	58.68	13.66	229.99	***	302.33	1.51	***	567	1706.67	285	1.43
677	58.07	6.48	227.7	***	292.25	1.46	***	568	1709.68	280	1.4
678	57.98	6.47	233.48	***	297.93	1.49	***	569	1712.69	296	1.48
679	58.77	12.95	233.51	***	305.23	1.53	***	570	1715.7	301	1.5
680	58.98	12.95	236.73	***	308.66	1.54	***	571	1718.71	308	1.54
681	58.92	14.39	234.79	***	308.1	1.54	***	572	1721.72	306	1.53
682	58.77	14.38	237.79	***	310.94	1.55	***	573	1724.73	310	1.55
683	58.63	11.52	234.13	***	304.28	1.52	***	574	1727.74	302	1.51
684	58.28	7.92	229.2	***	295.4	1.48	***	575	1730.75	285	1.43
685	58.28	7.92	230.03	***	296.23	1.48	***	576	1733.76	288	1.44
686	58.77	13.67	229.98	***	302.42	1.51	***	577	1736.77	289	1.45
687	58.63	18.7	227.2	***	304.53	1.52	***	578	1739.78	286	1.43
688	58.91	14.39	229.28	***	302.58	1.51	***	579	1742.79	280	1.4
689	59.05	17.98	232.39	***	309.42	1.55	***	580	1745.8	299	1.5
690	58.39	13.68	230.04	***	302.11	1.51	***	581	1748.81	291	1.46
691	59.26	15.82	234.53	***	309.61	1.55	***	582	1751.82	305	1.52
692	59.24	21.59	236.44	***	317.27	1.59	***	583	1754.83	314	1.57
693	57.52	16.55	230.95	***	305.02	1.53	***	584	1757.84	304	1.52
694	58.35	7.18	236.53	***	302.06	1.51	***	585	1760.85	307	1.53
695	58.42	11.51	233.13	***	303.06	1.52	***	586	1763.86	304	1.52
696	59.34	19.41	236.71	***	315.46	1.58	***	587	1766.87	309	1.54
697	59.55	22.97	238.44	***	320.96	1.6	***	588	1769.88	320	1.6
698	59.26	18.72	230.22	***	308.2	1.54	***	589	1772.89	292	1.46
699	58.84	11.52	236.49	***	306.85	1.53	***	590	1775.9	309	1.54
700	58.77	15.1	232.65	***	306.52	1.53	***	591	1778.91	303	1.51
701	59.9	26.58	236.32	***	322.8	1.61	***	592	1781.92	325	1.63
702	59.89	23.72	239.73	***	323.34	1.62	***	593	1784.93	324	1.62
703	58.55	12.96	234.79	***	306.3	1.53	***	594	1787.94	304	1.52
704	59.26	18.71	240.01	***	317.98	1.59	***	595	1790.95	330	1.65
705	58.98	12.94	239.11	***	311.03	1.56	***	596	1793.96	323	1.61
706	59.68	20.84	241.95	***	322.47	1.61	***	597	1796.97	336	1.68
707	59.12	14.39	239.95	***	313.46	1.57	***	598	1799.98	325	1.63
708	58.98	15.08	237.18	***	311.24	1.56	***	599	1802.99	317	1.58
709	58.56	12.95	236.63	***	308.14	1.54	***	600	1806.0	320	1.6
710	58.28	6.48	231.99	***	296.75	1.48	***	601	1809.01	293	1.47
711	58.28	15.84	229.46	***	303.58	1.52	***	602	1812.02	296	1.48
712	59.33	17.99	233.65	***	310.97	1.55	***	603	1815.03	301	1.5
713	58.28	7.2	230.6	***	296.08	1.48	***	604	1818.04	283	1.42
714	58.56	12.23	228.27	***	299.06	1.5	***	605	1821.05	280	1.4
715	59.68	21.58	230.16	***	311.42	1.56	***	606	1824.06	288	1.44
716	58.98	16.55	226.54	***	302.07	1.51	***	607	1827.07	277	1.39
