Pixel	Blue	Green	Red	***	BGR	BGR_Norm	***	Coord	Angstrom	BW	BW_Norm
358	58.02	15.79	233.65	***	307.46	1.54	***	252	763.56	305	1.52
359	58.62	15.82	236.72	***	311.16	1.56	***	253	766.59	313	1.56
360	60.33	28.0	241.38	***	329.71	1.65	***	254	769.62	338	1.69
361	59.26	17.97	237.74	***	314.97	1.57	***	255	772.65	318	1.59
362	58.56	15.81	234.35	***	308.72	1.54	***	256	775.68	308	1.54
363	58.49	13.68	235.92	***	308.09	1.54	***	257	778.71	315	1.57
364	58.98	17.28	233.24	***	309.5	1.55	***	258	781.74	302	1.51
365	59.14	13.65	232.74	***	305.53	1.53	***	259	784.77	293	1.47
366	58.14	8.64	227.17	***	293.95	1.47	***	260	787.8	275	1.38
367	58.56	14.4	228.33	***	301.29	1.51	***	261	790.83	285	1.43
368	58.14	9.35	228.04	***	295.53	1.48	***	262	793.86	276	1.38
369	58.07	2.88	229.09	***	290.04	1.45	***	263	796.89	275	1.38
370	58.69	11.51	229.27	***	299.47	1.5	***	264	799.92	279	1.4
371	58.42	10.07	226.51	***	295.0	1.48	***	265	802.95	274	1.37
372	58.64	10.77	229.51	***	298.92	1.49	***	266	805.98	284	1.42
373	58.63	11.51	227.63	***	297.77	1.49	***	267	809.01	282	1.41
374	59.06	17.95	231.5	***	308.51	1.54	***	268	812.04	297	1.49
375	59.64	20.82	234.72	***	315.18	1.58	***	269	815.07	308	1.54
376	59.2	17.25	233.68	***	310.13	1.55	***	270	818.1	302	1.51
377	58.27	15.09	229.1	***	302.46	1.51	***	271	821.13	286	1.43
378	58.27	14.38	227.69	***	300.34	1.5	***	272	824.16	288	1.44
379	59.13	17.95	234.68	***	311.76	1.56	***	273	827.19	302	1.51
380	57.85	8.64	229.8	***	296.29	1.48	***	274	830.22	284	1.42
381	58.41	10.79	231.03	***	300.23	1.5	***	275	833.25	284	1.42
382	58.84	14.37	231.43	***	304.64	1.52	***	276	836.28	289	1.45
383	58.77	16.56	229.82	***	305.15	1.53	***	277	839.31	294	1.47
384	58.47	12.21	234.53	***	305.21	1.53	***	278	842.34	301	1.5
385	59.12	17.26	235.6	***	311.98	1.56	***	279	845.37	308	1.54
386	59.55	17.98	235.56	***	313.09	1.57	***	280	848.4	306	1.53
387	58.84	13.64	233.67	***	306.15	1.53	***	281	851.43	303	1.51
388	58.12	7.91	232.03	***	298.06	1.49	***	282	854.46	300	1.5
389	58.26	12.95	238.94	***	310.15	1.55	***	283	857.49	324	1.62
390	58.49	12.93	237.65	***	309.07	1.55	***	284	860.52	322	1.61
391	58.7	12.96	235.46	***	307.12	1.54	***	285	863.55	310	1.55
392	58.5	14.38	234.54	***	307.42	1.54	***	286	866.58	305	1.52
393	58.98	13.66	238.15	***	310.79	1.55	***	287	869.61	310	1.55
394	58.64	15.83	230.46	***	304.93	1.52	***	288	872.64	297	1.49
395	58.35	5.04	234.35	***	297.74	1.49	***	289	875.67	300	1.5
396	58.2	11.5	233.28	***	302.98	1.51	***	290	878.7	303	1.51
397	59.07	18.69	235.57	***	313.33	1.57	***	291	881.73	309	1.54
398	58.48	12.23	234.34	***	305.05	1.53	***	292	884.76	304	1.52
399	58.56	12.22	235.76	***	306.54	1.53	***	293	887.79	300	1.5
400	58.84	12.96	235.6	***	307.4	1.54	***	294	890.82	307	1.53
401	59.54	19.41	241.4	***	320.35	1.6	***	295	893.85	330	1.65
402	59.56	25.14	234.08	***	318.78	1.59	***	296	896.88	316	1.58
403	58.63	12.94	233.45	***	305.02	1.53	***	297	899.91	299	1.5
404	58.97	20.14	237.61	***	316.72	1.58	***	298	902.94	324	1.62
405	58.9	19.42	242.55	***	320.87	1.6	***	299	905.97	336	1.68
406	58.76	17.97	236.38	***	313.11	1.57	***	300	909.0	323	1.61
407	58.2	11.5	237.46	***	307.16	1.54	***	301	912.03	319	1.59
408	58.35	14.38	235.71	***	308.44	1.54	***	302	915.06	310	1.55
409	58.76	16.54	233.13	***	308.43	1.54	***	303	918.09	309	1.54
410	58.34	12.24	233.99	***	304.57	1.52	***	304	921.12	306	1.53
411	58.57	14.37	233.94	***	306.88	1.53	***	305	924.15	306	1.53
412	58.35	11.51	235.05	***	304.91	1.52	***	306	927.18	312	1.56
413	58.91	15.1	241.97	***	315.98	1.58	***	307	930.21	337	1.69
414	58.63	15.82	237.87	***	312.32	1.56	***	308	933.24	325	1.63
415	58.91	12.23	235.87	***	307.01	1.54	***	309	936.27	309	1.54
416	58.28	6.48	238.53	***	303.29	1.52	***	310	939.3	317	1.58
417	58.56	12.23	238.57	***	309.36	1.55	***	311	942.33	326	1.63
418	58.21	7.91	233.78	***	299.9	1.5	***	312	945.36	303	1.51
419	58.5	10.06	230.71	***	299.27	1.5	***	313	948.39	293	1.47
420	58.63	14.39	229.82	***	302.84	1.51	***	314	951.42	292	1.46
421	58.7	12.23	233.23	***	304.16	1.52	***	315	954.45	298	1.49
422	58.42	11.51	226.29	***	296.22	1.48	***	316	957.48	271	1.35
423	58.71	14.36	226.26	***	299.33	1.5	***	317	960.51	273	1.36
424	58.28	8.64	226.75	***	293.67	1.47	***	318	963.54	273	1.36
425	57.71	5.04	227.87	***	290.62	1.45	***	319	966.57	278	1.39
426	58.35	11.5	230.17	***	300.02	1.5	***	320	969.6	282	1.41
427	58.76	16.54	225.43	***	300.73	1.5	***	321	972.63	275	1.38
428	58.56	17.96	222.27	***	298.79	1.49	***	322	975.66	270	1.35
429	58.27	10.08	230.64	***	298.99	1.49	***	323	978.69	284	1.42
430	58.49	10.79	227.15	***	296.43	1.48	***	324	981.72	276	1.38
431	58.35	10.8	223.74	***	292.89	1.46	***	325	984.75	264	1.32
432	58.05	7.92	228.49	***	294.46	1.47	***	326	987.78	277	1.39
433	58.77	15.08	229.83	***	303.68	1.52	***	327	990.81	289	1.45
434	58.56	17.93	230.45	***	306.94	1.53	***	328	993.84	297	1.49
435	57.83	8.64	231.34	***	297.81	1.49	***	329	996.87	291	1.46
436	58.28	8.64	230.27	***	297.19	1.49	***	330	999.9	289	1.45
437	58.06	5.76	230.04	***	293.86	1.47	***	331	1002.93	287	1.44
438	58.49	7.2	233.51	***	299.2	1.5	***	332	1005.96	298	1.49
439	58.41	10.8	231.14	***	300.35	1.5	***	333	1008.99	294	1.47
440	57.54	10.79	228.8	***	297.13	1.49	***	334	1012.02	290	1.45
441	58.24	16.55	232.01	***	306.8	1.53	***	335	1015.05	303	1.51
442	57.9	10.06	233.04	***	301.0	1.5	***	336	1018.08	300	1.5
443	58.98	16.53	233.67	***	309.18	1.55	***	337	1021.11	306	1.53
444	59.18	15.83	234.72	***	309.73	1.55	***	338	1024.14	304	1.52
445	58.55	10.08	233.19	***	301.82	1.51	***	339	1027.17	295	1.48
446	58.91	8.62	237.38	***	304.91	1.52	***	340	1030.2	312	1.56
447	58.28	6.48	236.63	***	301.39	1.51	***	341	1033.23	316	1.58
448	58.35	9.36	237.88	***	305.59	1.53	***	342	1036.26	318	1.59
449	58.28	5.76	235.89	***	299.93	1.5	***	343	1039.29	306	1.53
450	58.42	10.07	237.88	***	306.37	1.53	***	344	1042.32	320	1.6
451	58.84	17.27	232.48	***	308.59	1.54	***	345	1045.35	307	1.53
452	58.64	12.22	230.43	***	301.29	1.51	***	346	1048.38	288	1.44
453	58.42	8.64	231.73	***	298.79	1.49	***	347	1051.41	292	1.46
454	57.79	4.32	224.45	***	286.56	1.43	***	348	1054.44	267	1.33
455	58.84	15.1	231.51	***	305.45	1.53	***	349	1057.47	293	1.47
456	58.54	18.0	232.83	***	309.37	1.55	***	350	1060.5	299	1.5
457	59.69	20.83	233.88	***	314.4	1.57	***	351	1063.53	303	1.51
458	58.62	17.98	229.13	***	305.73	1.53	***	352	1066.56	287	1.44
459	58.0	10.79	226.55	***	295.34	1.48	***	353	1069.59	276	1.38
460	58.84	16.53	227.54	***	302.91	1.51	***	354	1072.62	277	1.39
461	58.13	10.08	230.24	***	298.45	1.49	***	355	1075.65	287	1.44
462	57.99	10.08	227.47	***	295.54	1.48	***	356	1078.68	279	1.4
463	58.27	16.56	231.18	***	306.01	1.53	***	357	1081.71	298	1.49
464	58.56	15.11	232.58	***	306.25	1.53	***	358	1084.74	296	1.48
465	58.7	10.07	229.37	***	298.14	1.49	***	359	1087.77	284	1.42
466	58.49	11.5	229.15	***	299.14	1.5	***	360	1090.8	284	1.42
467	58.35	10.07	227.2	***	295.62	1.48	***	361	1093.83	277	1.39
468	58.91	15.83	227.95	***	302.69	1.51	***	362	1096.86	275	1.38
469	58.26	10.07	229.3	***	297.63	1.49	***	363	1099.89	281	1.41
470	58.85	15.8	229.59	***	304.24	1.52	***	364	1102.92	290	1.45
471	58.84	15.12	226.57	***	300.53	1.5	***	365	1105.95	280	1.4
472	57.93	7.2	228.27	***	293.4	1.47	***	366	1108.98	276	1.38
473	58.2	10.08	226.35	***	294.63	1.47	***	367	1112.01	271	1.35
474	58.55	11.51	230.01	***	300.07	1.5	***	368	1115.04	287	1.44
475	58.56	10.8	230.94	***	300.3	1.5	***	369	1118.07	293	1.47
476	59.11	22.3	230.35	***	311.76	1.56	***	370	1121.1	302	1.51
477	58.27	14.39	227.47	***	300.13	1.5	***	371	1124.13	284	1.42
478	58.48	15.11	226.15	***	299.74	1.5	***	372	1127.16	280	1.4
479	59.61	21.57	232.37	***	313.55	1.57	***	373	1130.19	302	1.51
480	58.77	12.94	234.95	***	306.66	1.53	***	374	1133.22	299	1.5
481	58.98	16.55	231.09	***	306.62	1.53	***	375	1136.25	293	1.47
482	59.18	21.57	231.05	***	311.8	1.56	***	376	1139.28	298	1.49
483	58.7	12.95	230.4	***	302.05	1.51	***	377	1142.31	285	1.43
484	58.99	18.0	229.45	***	306.44	1.53	***	378	1145.34	298	1.49
485	58.77	12.96	232.16	***	303.89	1.52	***	379	1148.37	292	1.46
486	57.96	10.08	233.44	***	301.48	1.51	***	380	1151.4	295	1.48
487	58.68	20.13	231.51	***	310.32	1.55	***	381	1154.43	298	1.49
488	58.62	14.38	228.63	***	301.63	1.51	***	382	1157.46	281	1.41
489	59.19	18.7	229.78	***	307.67	1.54	***	383	1160.49	287	1.44
490	58.62	15.8	228.73	***	303.15	1.52	***	384	1163.52	289	1.45
491	58.77	11.52	225.89	***	296.18	1.48	***	385	1166.55	276	1.38
492	58.25	10.08	235.37	***	303.7	1.52	***	386	1169.58	299	1.5
493	58.7	12.22	231.93	***	302.85	1.51	***	387	1172.61	293	1.47
494	58.42	12.95	228.1	***	299.47	1.5	***	388	1175.64	285	1.43
495	58.34	10.8	231.57	***	300.71	1.5	***	389	1178.67	297	1.49
496	58.4	15.11	233.3	***	306.81	1.53	***	390	1181.7	304	1.52
497	58.11	9.36	232.33	***	299.8	1.5	***	391	1184.73	290	1.45
498	58.91	16.55	232.14	***	307.6	1.54	***	392	1187.76	296	1.48
499	58.48	13.68	228.92	***	301.08	1.51	***	393	1190.79	283	1.42
500	58.62	12.96	228.08	***	299.66	1.5	***	394	1193.82	281	1.41
501	59.26	16.53	237.04	***	312.83	1.56	***	395	1196.85	308	1.54
502	58.2	8.63	231.76	***	298.59	1.49	***	396	1199.88	295	1.48
503	58.33	14.4	234.97	***	307.7	1.54	***	397	1202.91	304	1.52
504	58.59	20.83	234.75	***	314.17	1.57	***	398	1205.94	314	1.57
505	58.83	15.12	235.72	***	309.67	1.55	***	399	1208.97	317	1.58
506	58.76	15.11	235.22	***	309.09	1.55	***	400	1212.0	313	1.56
507	59.47	25.15	234.71	***	319.33	1.6	***	401	1215.03	316	1.58
508	58.25	12.23	236.35	***	306.83	1.53	***	402	1218.06	319	1.59
509	58.48	8.62	236.96	***	304.06	1.52	***	403	1221.09	313	1.56
510	58.62	15.82	235.39	***	309.83	1.55	***	404	1224.12	310	1.55
511	58.75	18.71	239.06	***	316.52	1.58	***	405	1227.15	321	1.6
512	58.35	11.5	236.96	***	306.81	1.53	***	406	1230.18	312	1.56
513	58.56	8.62	237.36	***	304.54	1.52	***	407	1233.21	309	1.54
514	58.57	8.62	235.62	***	302.81	1.51	***	408	1236.24	305	1.52
515	59.07	13.66	242.11	***	314.84	1.57	***	409	1239.27	331	1.66
516	58.84	12.96	234.14	***	305.94	1.53	***	410	1242.3	304	1.52
517	58.63	11.52	233.11	***	303.26	1.52	***	411	1245.33	303	1.51
518	58.56	7.9	233.03	***	299.49	1.5	***	412	1248.36	296	1.48
519	58.49	7.2	236.28	***	301.97	1.51	***	413	1251.39	304	1.52
520	58.05	13.68	232.25	***	303.98	1.52	***	414	1254.42	301	1.5
521	58.56	10.06	236.74	***	305.36	1.53	***	415	1257.45	309	1.54
522	58.54	16.55	236.21	***	311.3	1.56	***	416	1260.48	325	1.63
523	58.28	7.2	235.46	***	300.94	1.5	***	417	1263.51	307	1.53
524	58.98	15.12	234.3	***	308.4	1.54	***	418	1266.54	302	1.51
525	58.62	14.39	234.98	***	307.99	1.54	***	419	1269.57	310	1.55
526	58.63	11.51	236.2	***	306.34	1.53	***	420	1272.6	319	1.59
527	59.19	19.44	237.48	***	316.11	1.58	***	421	1275.63	327	1.64
528	57.97	9.36	238.66	***	305.99	1.53	***	422	1278.66	314	1.57
529	57.75	8.63	236.11	***	302.49	1.51	***	423	1281.69	311	1.55
530	58.74	19.44	236.03	***	314.21	1.57	***	424	1284.72	315	1.57
531	58.61	14.39	230.87	***	303.87	1.52	***	425	1287.75	294	1.47
532	58.27	10.79	233.47	***	302.53	1.51	***	426	1290.78	300	1.5
533	58.63	11.51	231.52	***	301.66	1.51	***	427	1293.81	294	1.47
534	58.47	14.39	233.25	***	306.11	1.53	***	428	1296.84	303	1.51
535	58.07	11.51	230.32	***	299.9	1.5	***	429	1299.87	296	1.48
536	57.98	10.8	232.22	***	301.0	1.5	***	430	1302.9	297	1.49
537	58.13	12.23	229.41	***	299.77	1.5	***	431	1305.93	289	1.45
538	58.2	13.65	232.93	***	304.78	1.52	***	432	1308.96	309	1.54
539	58.75	20.13	230.26	***	309.14	1.55	***	433	1311.99	299	1.5
540	58.7	15.83	231.14	***	305.67	1.53	***	434	1315.02	295	1.48
541	58.56	10.08	233.68	***	302.32	1.51	***	435	1318.05	296	1.48
542	58.26	10.8	229.66	***	298.72	1.49	***	436	1321.08	292	1.46
543	59.75	20.12	232.2	***	312.07	1.56	***	437	1324.11	299	1.5
544	59.68	29.47	230.64	***	319.79	1.6	***	438	1327.14	303	1.51
545	58.91	16.55	226.75	***	302.21	1.51	***	439	1330.17	279	1.4
546	58.77	16.54	228.27	***	303.58	1.52	***	440	1333.2	286	1.43
547	59.53	25.17	232.55	***	317.25	1.59	***	441	1336.23	304	1.52
548	58.21	14.38	231.35	***	303.94	1.52	***	442	1339.26	298	1.49
549	59.18	18.71	232.81	***	310.7	1.55	***	443	1342.29	301	1.5
550	59.05	16.55	234.77	***	310.37	1.55	***	444	1345.32	304	1.52
551	60.66	28.03	242.76	***	331.45	1.66	***	445	1348.35	338	1.69
552	60.92	32.32	244.87	***	338.11	1.69	***	446	1351.38	345	1.73
553	59.11	18.72	238.67	***	316.5	1.58	***	447	1354.41	318	1.59
554	59.75	22.29	236.28	***	318.32	1.59	***	448	1357.44	316	1.58
555	59.4	20.13	233.91	***	313.44	1.57	***	449	1360.47	307	1.53
556	59.48	22.28	234.34	***	316.1	1.58	***	450	1363.5	309	1.54
557	58.2	10.78	232.21	***	301.19	1.51	***	451	1366.53	299	1.5
558	58.62	15.1	230.66	***	304.38	1.52	***	452	1369.56	290	1.45
559	58.9	22.29	232.59	***	313.78	1.57	***	453	1372.59	304	1.52
560	58.05	11.51	228.49	***	298.05	1.49	***	454	1375.62	283	1.42
561	59.26	17.96	233.02	***	310.24	1.55	***	455	1378.65	302	1.51
562	59.93	23.68	237.3	***	320.91	1.6	***	456	1381.68	318	1.59
563	58.7	13.67	230.26	***	302.63	1.51	***	457	1384.71	294	1.47
564	58.63	15.12	223.96	***	297.71	1.49	***	458	1387.74	272	1.36
565	58.98	13.67	228.21	***	300.86	1.5	***	459	1390.77	276	1.38
566	59.06	15.83	225.44	***	300.33	1.5	***	460	1393.8	273	1.36
567	59.34	16.55	230.21	***	306.1	1.53	***	461	1396.83	292	1.46
568	58.68	15.11	235.14	***	308.93	1.54	***	462	1399.86	305	1.52
569	58.41	12.96	231.8	***	303.17	1.52	***	463	1402.89	298	1.49
570	58.41	15.09	233.72	***	307.22	1.54	***	464	1405.92	311	1.55
571	58.4	12.96	238.06	***	309.42	1.55	***	465	1408.95	322	1.61
572	58.26	10.8	235.92	***	304.98	1.52	***	466	1411.98	311	1.55
573	59.05	12.24	235.41	***	306.7	1.53	***	467	1415.01	305	1.52
574	58.48	13.66	231.97	***	304.11	1.52	***	468	1418.04	296	1.48
575	59.25	18.68	237.54	***	315.47	1.58	***	469	1421.07	318	1.59
576	58.41	20.87	229.1	***	308.38	1.54	***	470	1424.1	310	1.55
577	58.61	15.12	238.07	***	311.8	1.56	***	471	1427.13	322	1.61
578	58.27	9.36	232.05	***	299.68	1.5	***	472	1430.16	298	1.49
579	57.91	11.52	228.8	***	298.23	1.49	***	473	1433.19	292	1.46
580	58.9	20.14	232.66	***	311.7	1.56	***	474	1436.22	310	1.55
581	59.18	18.7	231.99	***	309.87	1.55	***	475	1439.25	305	1.52
582	58.96	18.7	229.83	***	307.49	1.54	***	476	1442.28	296	1.48
583	57.64	12.23	230.8	***	300.67	1.5	***	477	1445.31	300	1.5
584	58.64	19.41	226.84	***	304.89	1.52	***	478	1448.34	292	1.46
585	58.35	10.8	229.16	***	298.31	1.49	***	479	1451.37	288	1.44
586	59.19	14.37	234.05	***	307.61	1.54	***	480	1454.4	299	1.5
587	59.05	15.83	235.24	***	310.12	1.55	***	481	1457.43	311	1.55
588	58.56	12.22	237.81	***	308.59	1.54	***	482	1460.46	314	1.57
589	59.42	22.26	237.38	***	319.06	1.6	***	483	1463.49	323	1.61
590	59.05	15.83	238.02	***	312.9	1.56	***	484	1466.52	317	1.58
591	59.06	15.11	237.13	***	311.3	1.56	***	485	1469.55	312	1.56
592	58.32	16.51	234.1	***	308.93	1.54	***	486	1472.58	304	1.52
593	58.91	15.83	233.07	***	307.81	1.54	***	487	1475.61	306	1.53
594	58.68	18.71	231.33	***	308.72	1.54	***	488	1478.64	300	1.5
595	57.63	10.79	224.97	***	293.39	1.47	***	489	1481.67	283	1.42
596	58.49	13.67	229.42	***	301.58	1.51	***	490	1484.7	294	1.47
597	59.54	20.11	241.83	***	321.48	1.61	***	491	1487.73	330	1.65
598	59.47	20.13	240.54	***	320.14	1.6	***	492	1490.76	328	1.64
599	58.7	14.37	238.01	***	311.08	1.56	***	493	1493.79	317	1.58
600	58.77	18.71	233.54	***	311.02	1.56	***	494	1496.82	310	1.55
601	58.7	17.25	235.69	***	311.64	1.56	***	495	1499.85	314	1.57
602	58.7	13.67	237.88	***	310.25	1.55	***	496	1502.88	321	1.6
603	59.05	19.41	235.09	***	313.55	1.57	***	497	1505.91	320	1.6
604	58.84	17.27	233.56	***	309.67	1.55	***	498	1508.94	311	1.55
605	58.85	17.99	233.48	***	310.32	1.55	***	499	1511.97	306	1.53
606	58.36	14.38	230.72	***	303.46	1.52	***	500	1515.0	299	1.5
607	58.55	15.12	230.73	***	304.4	1.52	***	501	1518.03	300	1.5
608	59.12	16.53	235.58	***	311.23	1.56	***	502	1521.06	305	1.52
609	59.22	17.22	237.17	***	313.61	1.57	***	503	1524.09	320	1.6
610	59.13	20.12	232.84	***	312.09	1.56	***	504	1527.12	302	1.51
611	58.14	15.82	226.71	***	300.67	1.5	***	505	1530.15	290	1.45
612	58.91	17.25	232.4	***	308.56	1.54	***	506	1533.18	298	1.49
613	58.9	21.57	231.02	***	311.49	1.56	***	507	1536.21	309	1.54
614	59.63	20.8	237.32	***	317.75	1.59	***	508	1539.24	316	1.58
615	59.0	18.69	234.82	***	312.51	1.56	***	509	1542.27	316	1.58
616	59.47	24.4	238.4	***	322.27	1.61	***	510	1545.3	322	1.61
617	58.69	20.12	237.59	***	316.4	1.58	***	511	1548.33	322	1.61
618	59.4	23.72	239.64	***	322.76	1.61	***	512	1551.36	336	1.68
619	59.96	21.57	244.69	***	326.22	1.63	***	513	1554.39	344	1.72
620	59.06	17.98	240.21	***	317.25	1.59	***	514	1557.42	331	1.66
621	58.98	17.27	235.43	***	311.68	1.56	***	515	1560.45	312	1.56
622	58.9	17.98	238.07	***	314.95	1.57	***	516	1563.48	325	1.63
623	58.97	17.21	238.21	***	314.39	1.57	***	517	1566.51	323	1.61
624	58.63	15.83	232.71	***	307.17	1.54	***	518	1569.54	306	1.53
625	59.13	15.8	235.23	***	310.16	1.55	***	519	1572.57	311	1.55
626	59.4	19.41	234.88	***	313.69	1.57	***	520	1575.6	304	1.52
627	58.98	16.55	235.19	***	310.72	1.55	***	521	1578.63	306	1.53
628	58.98	17.95	239.12	***	316.05	1.58	***	522	1581.66	327	1.64
629	58.49	10.06	233.28	***	301.83	1.51	***	523	1584.69	300	1.5
630	58.7	10.06	229.7	***	298.46	1.49	***	524	1587.72	278	1.39
631	58.42	14.39	233.76	***	306.57	1.53	***	525	1590.75	308	1.54
632	58.35	10.08	235.66	***	304.09	1.52	***	526	1593.78	308	1.54
633	59.05	18.7	233.31	***	311.06	1.56	***	527	1596.81	309	1.54
634	58.06	10.78	230.82	***	299.66	1.5	***	528	1599.84	288	1.44
635	58.84	12.22	233.01	***	304.07	1.52	***	529	1602.87	297	1.49
636	58.56	13.68	231.39	***	303.63	1.52	***	530	1605.9	299	1.5
637	57.77	10.8	229.82	***	298.39	1.49	***	531	1608.93	290	1.45
638	58.2	11.52	232.41	***	302.13	1.51	***	532	1611.96	299	1.5
639	59.47	17.97	241.63	***	319.07	1.6	***	533	1614.99	329	1.65
640	60.18	27.31	239.92	***	327.41	1.64	***	534	1618.02	330	1.65
641	58.98	16.53	233.23	***	308.74	1.54	***	535	1621.05	304	1.52
642	59.11	20.86	232.81	***	312.78	1.56	***	536	1624.08	305	1.52
643	59.33	20.14	232.58	***	312.05	1.56	***	537	1627.11	301	1.5
644	58.7	12.23	231.71	***	302.64	1.51	***	538	1630.14	290	1.45
645	58.82	17.25	232.1	***	308.17	1.54	***	539	1633.17	294	1.47
646	59.97	23.69	236.59	***	320.25	1.6	***	540	1636.2	312	1.56
647	59.04	24.42	231.56	***	315.02	1.58	***	541	1639.23	307	1.53
648	59.21	21.55	233.89	***	314.65	1.57	***	542	1642.26	308	1.54
649	58.34	12.93	230.93	***	302.2	1.51	***	543	1645.29	296	1.48
650	58.25	10.07	237.45	***	305.77	1.53	***	544	1648.32	319	1.59
651	58.27	10.08	234.64	***	302.99	1.51	***	545	1651.35	309	1.54
652	58.84	9.36	237.17	***	305.37	1.53	***	546	1654.38	310	1.55
653	58.63	14.39	234.33	***	307.35	1.54	***	547	1657.41	306	1.53
654	58.98	13.65	235.47	***	308.1	1.54	***	548	1660.44	315	1.57
655	59.06	23.72	236.09	***	318.87	1.59	***	549	1663.47	324	1.62
656	59.06	17.27	238.9	***	315.23	1.58	***	550	1666.5	321	1.6
657	58.56	12.24	238.06	***	308.86	1.54	***	551	1669.53	318	1.59
658	58.84	14.37	237.38	***	310.59	1.55	***	552	1672.56	318	1.59
659	59.84	17.99	237.64	***	315.47	1.58	***	553	1675.59	322	1.61
660	58.4	15.83	234.36	***	308.59	1.54	***	554	1678.62	308	1.54
661	59.19	15.8	238.91	***	313.9	1.57	***	555	1681.65	324	1.62
662	59.56	22.25	236.23	***	318.04	1.59	***	556	1684.68	316	1.58
663	59.33	19.41	232.58	***	311.32	1.56	***	557	1687.71	301	1.5
664	58.63	14.37	233.62	***	306.62	1.53	***	558	1690.74	296	1.48
665	58.84	12.21	234.45	***	305.5	1.53	***	559	1693.77	297	1.49
666	58.2	15.12	230.72	***	304.04	1.52	***	560	1696.8	301	1.5
667	57.0	8.64	225.63	***	291.27	1.46	***	561	1699.83	282	1.41
668	58.91	17.98	230.26	***	307.15	1.54	***	562	1702.86	296	1.48
669	57.92	12.94	233.71	***	304.57	1.52	***	563	1705.89	303	1.51
670	58.55	10.79	236.12	***	305.46	1.53	***	564	1708.92	312	1.56
671	58.49	12.96	228.55	***	300.0	1.5	***	565	1711.95	289	1.45
672	58.47	15.82	230.7	***	304.99	1.52	***	566	1714.98	300	1.5
673	59.19	19.41	236.25	***	314.85	1.57	***	567	1718.01	315	1.57
674	57.75	12.23	233.53	***	303.51	1.52	***	568	1721.04	305	1.52
675	58.97	19.43	237.81	***	316.21	1.58	***	569	1724.07	323	1.61
676	59.19	22.29	241.39	***	322.87	1.61	***	570	1727.1	330	1.65
677	58.7	20.13	236.9	***	315.73	1.58	***	571	1730.13	316	1.58
678	57.68	11.51	229.89	***	299.08	1.5	***	572	1733.16	296	1.48
679	58.89	17.27	241.26	***	317.42	1.59	***	573	1736.19	335	1.68
680	58.32	15.11	239.75	***	313.18	1.57	***	574	1739.22	324	1.62
681	58.77	13.68	236.55	***	309.0	1.54	***	575	1742.25	317	1.58
682	58.63	12.23	237.58	***	308.44	1.54	***	576	1745.28	313	1.56
683	58.55	11.51	236.53	***	306.59	1.53	***	577	1748.31	311	1.55
684	58.63	17.26	231.62	***	307.51	1.54	***	578	1751.34	309	1.54
685	59.11	16.54	234.56	***	310.21	1.55	***	579	1754.37	310	1.55
686	58.28	10.06	230.63	***	298.97	1.49	***	580	1757.4	287	1.44
687	58.84	23.73	230.02	***	312.59	1.56	***	581	1760.43	298	1.49
688	58.62	14.39	230.32	***	303.33	1.52	***	582	1763.46	298	1.49
689	59.2	20.12	234.36	***	313.68	1.57	***	583	1766.49	314	1.57
690	58.76	18.7	234.33	***	311.79	1.56	***	584	1769.52	310	1.55
691	58.34	14.39	229.83	***	302.56	1.51	***	585	1772.55	293	1.47
692	58.06	10.08	232.23	***	300.37	1.5	***	586	1775.58	300	1.5
693	59.04	15.8	237.28	***	312.12	1.56	***	587	1778.61	311	1.55
694	59.35	20.83	238.91	***	319.09	1.6	***	588	1781.64	330	1.65
695	58.29	17.98	232.41	***	308.68	1.54	***	589	1784.67	305	1.52
696	58.91	13.67	235.56	***	308.14	1.54	***	590	1787.7	302	1.51
697	58.98	16.54	237.09	***	312.61	1.56	***	591	1790.73	312	1.56
698	58.55	17.97	229.23	***	305.75	1.53	***	592	1793.76	293	1.47
699	58.83	15.82	230.21	***	304.86	1.52	***	593	1796.79	288	1.44
700	58.97	15.83	233.69	***	308.49	1.54	***	594	1799.82	301	1.5
701	58.9	13.68	235.22	***	307.8	1.54	***	595	1802.85	302	1.51
702	58.55	11.52	231.35	***	301.42	1.51	***	596	1805.88	295	1.48
703	58.7	12.95	230.89	***	302.54	1.51	***	597	1808.91	290	1.45
704	58.7	13.67	221.98	***	294.35	1.47	***	598	1811.94	255	1.27
705	58.91	12.95	224.58	***	296.44	1.48	***	599	1814.97	264	1.32
706	58.75	15.83	227.81	***	302.39	1.51	***	600	1818.0	277	1.39
707	58.7	17.94	227.86	***	304.5	1.52	***	601	1821.03	285	1.43
708	58.27	13.67	231.13	***	303.07	1.52	***	602	1824.06	296	1.48
709	58.05	11.49	229.87	***	299.41	1.5	***	603	1827.09	296	1.48
710	58.7	11.52	228.67	***	298.89	1.49	***	604	1830.12	278	1.39
711	58.49	8.64	227.09	***	294.22	1.47	***	605	1833.15	267	1.33
712	58.76	14.38	227.37	***	300.51	1.5	***	606	1836.18	273	1.36
713	59.4	20.85	228.59	***	308.84	1.54	***	607	1839.21	275	1.38
714	59.47	20.14	228.22	***	307.83	1.54	***	608	1842.24	280	1.4
715	58.35	13.66	226.7	***	298.71	1.49	***	609	1845.27	273	1.36
716	58.06	12.24	225.66	***	295.96	1.48	***	610	1848.3	271	1.35
